GenomeID	Entry	Entry name	Status	Protein names	Gene names	Length	Proteomes
YOR270C	P32563	VPH1_YEAST	reviewed	V-type proton ATPase subunit a, vacuolar isoform (V-ATPase a 1 subunit) (V-ATPase 95 kDa subunit) (Vacuolar pH protein 1) (Vacuolar proton pump a subunit) (Vacuolar proton translocating ATPase subunit a 1)	VPH1 YOR270C	840	UP000002311: Chromosome XV
YOR276W	P12962	CAF20_YEAST	reviewed	Cap-associated protein CAF20 (20 kDa cap-associated protein) (CCR4-associated factor 2) (p20)	CAF20 CAF2 CAP20 YOR276W O5453W	161	UP000002311: Chromosome XV
YOR279C	Q12192	RFM1_YEAST	reviewed	Repression factor of MSEs protein 1	RFM1 YOR279C	310	UP000002311: Chromosome XV
YOR284W	Q12134	HUA2_YEAST	reviewed	Protein HUA2	HUA2 YOR284W	243	UP000002311: Chromosome XV
YOR290C	P22082	SNF2_YEAST	reviewed	Transcription regulatory protein SNF2 (EC 3.6.4.-) (ATP-dependent helicase SNF2) (Regulatory protein GAM1) (Regulatory protein SWI2) (SWI/SNF complex component SNF2) (Transcription factor TYE3)	SNF2 GAM1 RIC1 SWI2 TYE3 YOR290C	1703	UP000002311: Chromosome XV
YOR297C	Q08749	TIM18_YEAST	reviewed	Mitochondrial import inner membrane translocase subunit TIM18	TIM18 YOR297C	192	UP000002311: Chromosome XV
YOR303W	P07258	CARA_YEAST	reviewed	Carbamoyl-phosphate synthase arginine-specific small chain (CPS-A) (EC 6.3.5.5) (Arginine-specific carbamoyl-phosphate synthetase, glutamine chain)	CPA1 YOR303W	411	UP000002311: Chromosome XV
YOR304W	Q08773	ISW2_YEAST	reviewed	ISWI chromatin-remodeling complex ATPase ISW2 (EC 3.6.4.-) (Imitation switch protein 2)	ISW2 YOR304W	1120	UP000002311: Chromosome XV
YOR308C	Q12420	SNU66_YEAST	reviewed	66 kDa U4/U6.U5 small nuclear ribonucleoprotein component	SNU66 YOR308C 05667	587	UP000002311: Chromosome XV
YOR310C	Q12499	NOP58_YEAST	reviewed	Nucleolar protein 58 (Nucleolar protein 5)	NOP58 NOP5 YOR310C O6108	511	UP000002311: Chromosome XV
YOR319W	Q99181	HSH49_YEAST	reviewed	Protein HSH49	HSH49 YOR319W O6142	213	UP000002311: Chromosome XV
YOR324C	Q99332	HPH1_YEAST	reviewed	Protein HPH1 (Functionally related to TCP1 protein 1) (High pH protein 1)	FRT1 HPH1 YOR324C O6159	602	UP000002311: Chromosome XV
YOR326W	P19524	MYO2_YEAST	reviewed	Myosin-2 (Cell division control protein 66) (Class V unconventional myosin MYO2) (Type V myosin heavy chain MYO2) (Myosin V MYO2)	MYO2 CDC66 YOR326W O6167	1574	UP000002311: Chromosome XV
YOR327C	P33328	SNC2_YEAST	reviewed	Synaptobrevin homolog 2	SNC2 YOR327C	115	UP000002311: Chromosome XV
YOR329C	P34758	SCD5_YEAST	reviewed	Protein SCD5 (Protein FTB1)	SCD5 FTB1 YOR329C	872	UP000002311: Chromosome XV
YOR341W	P10964	RPA1_YEAST	reviewed	DNA-directed RNA polymerase I subunit RPA190 (EC 2.7.7.6) (DNA-directed RNA polymerase I 190 kDa polypeptide) (A190) (DNA-directed RNA polymerase I largest subunit)	RPA190 RPA1 RRN1 YOR341W O6276	1664	UP000002311: Chromosome XV
YOR347C	P52489	KPYK2_YEAST	reviewed	Pyruvate kinase 2 (PK 2) (EC 2.7.1.40)	PYK2 YOR347C O6342	506	UP000002311: Chromosome XV
YOR358W	Q02516	HAP5_YEAST	reviewed	Transcriptional activator HAP5	HAP5 YOR358W	242	UP000002311: Chromosome XV
YOR362C	P21242	PSA7_YEAST	reviewed	Probable proteasome subunit alpha type-7 (EC 3.4.25.1) (Macropain subunit C1) (Multicatalytic endopeptidase complex subunit C1) (Proteasome component C1) (Proteinase YSCE subunit 1)	PRE10 PRC1 PRS1 YOR362C O6650	288	UP000002311: Chromosome XV
YOR363C	P52960	PIP2_YEAST	reviewed	Peroxisome proliferation transcriptional regulator (Oleate-activated transcription factor 2)	PIP2 OAF2 YOR363C	996	UP000002311: Chromosome XV
YOR368W	P48581	RAD17_YEAST	reviewed	DNA damage checkpoint control protein RAD17 (DNA repair exonuclease RAD17)	RAD17 YOR368W	401	UP000002311: Chromosome XV
YOR370C	P32864	RAEP_YEAST	reviewed	Rab proteins geranylgeranyltransferase component A (Rab escort protein) (REP)	MRS6 MSI4 YOR370C	603	UP000002311: Chromosome XV
YOR371C	Q08886	GPB1_YEAST	reviewed	Guanine nucleotide-binding protein subunit beta 1 (Gbeta mimic kelch protein 1)	GPB1 KRH2 YOR371C	897	UP000002311: Chromosome XV
YOR389W	Q08912	YO389_YEAST	reviewed	Uncharacterized protein YOR389W	YOR389W	624	UP000002311: Chromosome XV
YPL001W	Q12341	HAT1_YEAST	reviewed	Histone acetyltransferase type B catalytic subunit (EC 2.3.1.48)	HAT1 YPL001W LPA16W YP8132.12	374	UP000002311: Chromosome XVI
YPL002C	Q12483	SNF8_YEAST	reviewed	Vacuolar-sorting protein SNF8 (ESCRT-II complex subunit VPS22) (Vacuolar protein-sorting-associated protein 22)	SNF8 VPS22 YPL002C	233	UP000002311: Chromosome XVI
YPL020C	Q02724	ULP1_YEAST	reviewed	Ubiquitin-like-specific protease 1 (EC 3.4.22.68)	ULP1 YPL020C LPB11C	621	UP000002311: Chromosome XVI
YPL022W	P06777	RAD1_YEAST	reviewed	DNA repair protein RAD1	RAD1 YPL022W	1100	UP000002311: Chromosome XVI
YPL031C	P17157	PHO85_YEAST	reviewed	Cyclin-dependent protein kinase PHO85 (EC 2.7.11.22) (Negative regulator of the PHO system) (Serine/threonine-protein kinase PHO85)	PHO85 SSG3 YPL031C P7102.18A	305	UP000002311: Chromosome XVI
YPL036W	P19657	PMA2_YEAST	reviewed	Plasma membrane ATPase 2 (EC 7.1.2.1) (Proton pump 2)	PMA2 YPL036W	947	UP000002311: Chromosome XVI
YPL037C	Q02642	NACB1_YEAST	reviewed	Nascent polypeptide-associated complex subunit beta-1 (NAC-beta-1) (BTF3 homolog EGD1) (Beta-1-NAC) (GAL4 DNA-binding enhancer protein 1)	EGD1 YPL037C	157	UP000002311: Chromosome XVI
YPL038W	Q03081	MET31_YEAST	reviewed	Transcriptional regulator MET31 (Methionine-requiring protein 31)	MET31 YPL038W P7102.12	177	UP000002311: Chromosome XVI
YPL042C	P39073	SSN3_YEAST	reviewed	Meiotic mRNA stability protein kinase SSN3 (EC 2.7.11.22) (EC 2.7.11.23) (Cyclin-dependent kinase 8) (Suppressor of RNA polymerase B SRB10)	SSN3 ARE1 CDK8 GIG2 SRB10 UME5 YPL042C	555	UP000002311: Chromosome XVI
YPL045W	Q03308	VPS16_YEAST	reviewed	Vacuolar protein sorting-associated protein 16 (Vacuolar morphogenesis protein 9) (Vacuolar protein-targeting protein 16)	VPS16 VAM9 VPT16 YPL045W	798	UP000002311: Chromosome XVI
YPL049C	Q03063	DIG1_YEAST	reviewed	Down-regulator of invasive growth 1 (Regulator of STE12 protein 1) (Regulator of sterile twelve 1)	DIG1 RST1 YPL049C P7102.02	452	UP000002311: Chromosome XVI
YPL050C	P39107	MNN9_YEAST	reviewed	Mannan polymerase complexes subunit MNN9 (M-pol I subunit MNN9) (M-Pol II subunit MNN9)	MNN9 YPL050C P7102.01	395	UP000002311: Chromosome XVI
YPL063W	Q02776	TIM50_YEAST	reviewed	Mitochondrial import inner membrane translocase subunit TIM50	TIM50 YPL063W	476	UP000002311: Chromosome XVI
YPL075W	P07261	GCR1_YEAST	reviewed	Glycolytic genes transcriptional activator GCR1	GCR1 SIT3 YPL075W LPF10W	785	UP000002311: Chromosome XVI
YPL078C	P05626	ATPF_YEAST	reviewed	ATP synthase subunit 4, mitochondrial	ATP4 YPL078C LPF7C	244	UP000002311: Chromosome XVI
YPL079W	Q12672	RL21B_YEAST	reviewed	60S ribosomal protein L21-B (Large ribosomal subunit protein eL21-B)	RPL21B YPL079W LPF6W	160	UP000002311: Chromosome XVI
YPL082C	P32333	MOT1_YEAST	reviewed	TATA-binding protein-associated factor MOT1 (TBP-associated factor MOT1) (EC 3.6.4.-) (Modifier of transcription 1)	MOT1 YPL082C LPF4C	1867	UP000002311: Chromosome XVI
YPL089C	Q12224	RLM1_YEAST	reviewed	Transcription factor RLM1	RLM1 YPL089C LPG19C	676	UP000002311: Chromosome XVI
YPL094C	P21825	SEC62_YEAST	reviewed	Translocation protein SEC62 (Sec62/63 complex 30 kDa subunit)	SEC62 YPL094C LPG14C	274	UP000002311: Chromosome XVI
YPL105C	Q02875	SYH1_YEAST	reviewed	SMY2 homolog 2	SYH1 YPL105C	849	UP000002311: Chromosome XVI
YPL106C	P32589	HSP7F_YEAST	reviewed	Heat shock protein homolog SSE1 (Chaperone protein MSI3)	SSE1 MSI3 YPL106C LPG3C	693	UP000002311: Chromosome XVI
YPL115C	P32873	BEM3_YEAST	reviewed	GTPase-activating protein BEM3 (Bud emergence protein 3)	BEM3 YPL115C LPH12C	1128	UP000002311: Chromosome XVI
YPL120W	Q02948	BECN1_YEAST	reviewed	Vacuolar protein sorting-associated protein 30 (Autophagy-related protein 6)	VPS30 APG6 ATG6 VPT30 YPL120W LPH7	557	UP000002311: Chromosome XVI
YPL129W	P35189	TAF14_YEAST	reviewed	Transcription initiation factor TFIID subunit 14 (Actin non-complementing mutant 1) (Chromosome stability protein 10) (SWI/SNF chromatin-remodeling complex subunit TAF14) (SWI/SNF complex 29 kDa subunit) (SWI/SNF complex subunit TAF14) (TBP-associated factor 14) (TBP-associated factor 30 kDa) (Transcription factor G 30 kDa subunit) (Transcription initiation factor TFIIF 30 kDa subunit)	TAF14 ANC1 CST10 SWP29 TAF30 TFG3 YPL129W	244	UP000002311: Chromosome XVI
YPL131W	P26321	RL5_YEAST	reviewed	60S ribosomal protein L5 (L1) (L1a) (Large ribosomal subunit protein uL18) (Ribosomal 5S RNA-binding protein) (YL3)	RPL5 RPL1 RPL1A YPL131W LPI14W	297	UP000002311: Chromosome XVI
YPL140C	P32491	MKK2_YEAST	reviewed	MAP kinase kinase MKK2/SSP33 (EC 2.7.12.2)	MKK2 SSP33 YPL140C LPI6C	506	UP000002311: Chromosome XVI
YPL149W	Q12380	ATG5_YEAST	reviewed	Autophagy protein 5	ATG5 APG5 YPL149W P2601	294	UP000002311: Chromosome XVI
YPL151C	Q12417	PRP46_YEAST	reviewed	Pre-mRNA-splicing factor PRP46 (Complexed with CEF1 protein 1) (PRP nineteen-associated complex protein 50) (PRP19-associated complex protein 50) (Pre-mRNA-processing protein 46)	PRP46 CWC1 NTC50 YPL151C P2594	451	UP000002311: Chromosome XVI
YPL153C	P22216	RAD53_YEAST	reviewed	Serine/threonine-protein kinase RAD53 (EC 2.7.12.1) (CHEK2 homolog) (Serine-protein kinase 1)	RAD53 MEC2 SAD1 SPK1 YPL153C P2588	821	UP000002311: Chromosome XVI
YPL154C	P07267	CARP_YEAST	reviewed	Saccharopepsin (EC 3.4.23.25) (Aspartate protease) (PrA) (Proteinase A) (Carboxypeptidase Y-deficient protein 4) (Proteinase YSCA)	PEP4 PHO9 PRA1 YPL154C P2585	405	UP000002311: Chromosome XVI
YPL161C	P39011	BEM4_YEAST	reviewed	Bud emergence protein 4	BEM4 YPL161C P2561	633	UP000002311: Chromosome XVI
YPL164C	Q12083	MLH3_YEAST	reviewed	DNA mismatch repair protein MLH3 (MutL protein homolog 3)	MLH3 YPL164C P2550	715	UP000002311: Chromosome XVI
YPL167C	P14284	DPOZ_YEAST	reviewed	DNA polymerase zeta catalytic subunit (EC 2.7.7.7) (Protein reversionless 3)	REV3 PSO1 YPL167C P2535	1504	UP000002311: Chromosome XVI
YPL169C	Q99257	MEX67_YEAST	reviewed	mRNA export factor MEX67	MEX67 YPL169C P2520	599	UP000002311: Chromosome XVI
YPL174C	P33420	NIP80_YEAST	reviewed	Protein NIP100 (Protein NIP80)	NIP100 NIP80 YPL174C	868	UP000002311: Chromosome XVI
YPL178W	Q08920	NCBP2_YEAST	reviewed	Nuclear cap-binding protein subunit 2 (20 kDa nuclear cap-binding protein) (NCBP 20 kDa subunit) (CBP20)	CBC2 CBP20 MUD13 SAE1 YPL178W	208	UP000002311: Chromosome XVI
YPL194W	Q08949	DDC1_YEAST	reviewed	DNA damage checkpoint protein 1	DDC1 YPL194W	612	UP000002311: Chromosome XVI
YPL195W	Q08951	AP3D_YEAST	reviewed	AP-3 complex subunit delta (Adaptor-related protein complex 3 subunit delta) (Delta-adaptin 3) (Delta-adaptin)	APL5 YKS4 YPL195W	932	UP000002311: Chromosome XVI
YPL203W	P06245	KAPB_YEAST	reviewed	cAMP-dependent protein kinase type 2 (PKA 2) (EC 2.7.11.11)	TPK2 PKA2 YKR1 YPL203W	380	UP000002311: Chromosome XVI
YPL204W	P29295	HRR25_YEAST	reviewed	Casein kinase I homolog HRR25 (EC 2.7.11.1)	HRR25 YPL204W	494	UP000002311: Chromosome XVI
YPL209C	P38991	IPL1_YEAST	reviewed	Spindle assembly checkpoint kinase (EC 2.7.11.1) (Aurora kinase) (Increase-in-ploidy protein 1)	IPL1 YPL209C	367	UP000002311: Chromosome XVI
YPL220W	P0CX43	RL1A_YEAST	reviewed	60S ribosomal protein L1-A (L10a) (Large ribosomal subunit protein uL1-A)	RPL1A SSM1 SSM1A YPL220W	217	UP000002311: Chromosome XVI
YPL228W	O13297	CET1_YEAST	reviewed	mRNA-capping enzyme subunit beta (EC 3.1.3.33) (Polynucleotide 5'-triphosphatase) (mRNA 5'-triphosphatase) (TPase)	CET1 YPL228W P1433	549	UP000002311: Chromosome XVI
YPL231W	P19097	FAS2_YEAST	reviewed	Fatty acid synthase subunit alpha (EC 2.3.1.86) [Includes: Acyl carrier; 3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100) (Beta-ketoacyl reductase); 3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41) (Beta-ketoacyl synthase)]	FAS2 YPL231W P1409	1887	UP000002311: Chromosome XVI
YPL232W	P32867	SSO1_YEAST	reviewed	Protein SSO1	SSO1 YPL232W P1405	290	UP000002311: Chromosome XVI
YPL235W	Q12464	RUVB2_YEAST	reviewed	RuvB-like protein 2 (RUVBL2) (EC 3.6.4.12) (TIP49-homology protein 2) (TIP49b homolog)	RVB2 TIH2 TIP49B YPL235W P1060	471	UP000002311: Chromosome XVI
YPL237W	P09064	IF2B_YEAST	reviewed	Eukaryotic translation initiation factor 2 subunit beta (eIF-2-beta)	SUI3 TIF212 YPL237W	285	UP000002311: Chromosome XVI
YPL240C	P02829	HSP82_YEAST	reviewed	ATP-dependent molecular chaperone HSP82 (82 kDa heat shock protein) (Heat shock protein Hsp90 heat-inducible isoform)	HSP82 HSP90 YPL240C	709	UP000002311: Chromosome XVI
YPL242C	Q12280	IQG1_YEAST	reviewed	Ras GTPase-activating-like protein IQG1 (Cytokinesis protein 1) (IQGAP-related protein 1)	IQG1 CYK1 YPL242C	1495	UP000002311: Chromosome XVI
YPL248C	P04386	GAL4_YEAST	reviewed	Regulatory protein GAL4	GAL4 YPL248C	881	UP000002311: Chromosome XVI
YPL249C	Q12344	GYP5_YEAST	reviewed	GTPase-activating protein GYP5	GYP5 YPL249C	894	UP000002311: Chromosome XVI
YPL253C	Q12045	VIK1_YEAST	reviewed	Spindle pole body-associated protein VIK1 (Vegetative interaction with KAR3 protein 1)	VIK1 YPL253C	647	UP000002311: Chromosome XVI
YPL255W	Q12365	BBP1_YEAST	reviewed	Spindle pole component BBP1 (BFR1-binding protein 1)	BBP1 YPL255W P0745	385	UP000002311: Chromosome XVI
YPL256C	P20438	CG12_YEAST	reviewed	G1/S-specific cyclin CLN2	CLN2 YPL256C	545	UP000002311: Chromosome XVI
YPL259C	Q00776	AP1M1_YEAST	reviewed	AP-1 complex subunit mu-1-I (Clathrin assembly protein complex 1 mu-1-I medium chain) (Clathrin coat assembly protein AP54) (Clathrin coat-associated protein AP54) (Golgi adaptor AP-1 54 kDa protein) (HA1 54 kDa subunit) (Mu(1)-adaptin) (Mu1-I-adaptin)	APM1 YAP54 YPL259C P0394	475	UP000002311: Chromosome XVI
YPR010C	P22138	RPA2_YEAST	reviewed	DNA-directed RNA polymerase I subunit RPA135 (EC 2.7.7.6) (DNA-directed RNA polymerase I 135 kDa polypeptide) (A135) (DNA-directed RNA polymerase I polypeptide 2) (RNA polymerase I subunit 2)	RPA135 RPA2 RRN2 SRP3 YPR010C YP9531.03C	1203	UP000002311: Chromosome XVI
YPR018W	Q12495	RLF2_YEAST	reviewed	Chromatin assembly factor 1 subunit p90 (CAF-1 90 kDa subunit) (RAP1 localization factor 2)	RLF2 CAC1 YPR018W YP9531.12	606	UP000002311: Chromosome XVI
YPR023C	Q12432	EAF3_YEAST	reviewed	Chromatin modification-related protein EAF3 (ESA1-associated factor 3)	EAF3 YPR023C YP9367.03C	401	UP000002311: Chromosome XVI
YPR025C	P37366	CCL1_YEAST	reviewed	Cyclin CCL1	CCL1 YPR025C YP9367.05C	393	UP000002311: Chromosome XVI
YPR029C	Q12028	AP1G1_YEAST	reviewed	AP-1 complex subunit gamma-1 (Clathrin assembly protein complex 1 gamma large chain) (Clathrin assembly protein large gamma chain) (Gamma-adaptin)	APL4 YPR029C	832	UP000002311: Chromosome XVI
YPR032W	Q12038	SRO7_YEAST	reviewed	Lethal(2) giant larvae protein homolog SRO7 (Polarity protein SRO7) (Sodium protection protein 1) (Suppressor of RHO3 protein 7)	SRO7 SNI1 SOP1 YPR032W YP9367.12	1033	UP000002311: Chromosome XVI
YPR036W	P41807	VATH_YEAST	reviewed	V-type proton ATPase subunit H (V-ATPase subunit H) (V-ATPase 54 kDa subunit) (Vacuolar proton pump subunit H)	VMA13 CLS11 YPR036W YP3085.02	478	UP000002311: Chromosome XVI
YPR041W	P38431	IF5_YEAST	reviewed	Eukaryotic translation initiation factor 5 (eIF-5)	TIF5 YPR041W YP3085.05	405	UP000002311: Chromosome XVI
YPR046W	Q12262	CENPH_YEAST	reviewed	Inner kinetochore subunit MCM16 (CENP-H homolog) (Constitutive centromere-associated network protein MCM16) (Minichromosome maintenance protein 16)	MCM16 YPR046W	181	UP000002311: Chromosome XVI
YPR047W	P08425	SYFM_YEAST	reviewed	Phenylalanine--tRNA ligase, mitochondrial (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase) (PheRS)	MSF1 YPR047W YP9499.05	469	UP000002311: Chromosome XVI
YPR049C	Q12527	ATG11_YEAST	reviewed	Autophagy-related protein 11 (Cytoplasm to vacuole targeting protein 9)	ATG11 CVT9 YPR049C YP9499.07c	1178	UP000002311: Chromosome XVI
YBR118W,YPR080W	P02994	EF1A_YEAST	reviewed	Elongation factor 1-alpha (EF-1-alpha) (Eukaryotic elongation factor 1A) (eEF1A) (Translation elongation factor 1A)	TEF1 YPR080W P9513.7; TEF2 YBR118W YBR0913	458	UP000002311: Chromosome II, UP000002311: Chromosome XVI
YPR086W	P29055	TF2B_YEAST	reviewed	Transcription initiation factor IIB (General transcription factor TFIIB) (Transcription factor E)	SUA7 YPR086W P9513.4	345	UP000002311: Chromosome XVI
YPR091C	Q06833	NVJ2_YEAST	reviewed	Nucleus-vacuole junction protein 2	NVJ2 YPR091C	770	UP000002311: Chromosome XVI
YPR101W	Q06091	SN309_YEAST	reviewed	Pre-mRNA-splicing factor SNT309 (PRP19-associated complex protein 25) (Synergistic to PRP19 mutation protein 309)	SNT309 NTC25 YPR101W	175	UP000002311: Chromosome XVI
YPR103W	P30656	PSB5_YEAST	reviewed	Proteasome subunit beta type-5 (EC 3.4.25.1) (Macropain subunit PRE2) (Multicatalytic endopeptidase complex subunit PRE2) (Proteasome component PRE2) (Proteinase YSCE subunit PRE2)	PRE2 DOA3 PRG1 YPR103W P8283.10	287	UP000002311: Chromosome XVI
YPR105C	Q06096	COG4_YEAST	reviewed	Conserved oligomeric Golgi complex subunit 4 (COG complex subunit 4) (Complexed with DOR1 protein 1) (Component of oligomeric Golgi complex 4) (Protein SEC38)	COG4 COD1 SEC38 SGF1 YPR105C P8283.16	861	UP000002311: Chromosome XVI
YPR107C	Q06102	YTH1_YEAST	reviewed	mRNA 3'-end-processing protein YTH1 (Yeast 30 kDa homolog 1)	YTH1 YPR107C	208	UP000002311: Chromosome XVI
YPR110C	P07703	RPAC1_YEAST	reviewed	DNA-directed RNA polymerases I and III subunit RPAC1 (RNA polymerases I and III subunit AC1) (C37) (DNA-directed RNA polymerases I and III 40 kDa polypeptide) (AC40) (C40)	RPC40 RPC5 YPR110C P8283.18	335	UP000002311: Chromosome XVI
YPR119W	P24869	CG22_YEAST	reviewed	G2/mitotic-specific cyclin-2	CLB2 YPR119W P9642.6	491	UP000002311: Chromosome XVI
YPR120C	P30283	CGS5_YEAST	reviewed	S-phase entry cyclin-5	CLB5 YPR120C P9642.8	435	UP000002311: Chromosome XVI
YPR132W	P0CX30	RS23B_YEAST	reviewed	40S ribosomal protein S23-B (RP37) (S28) (Small ribosomal subunit protein uS12-B) (YS14)	RPS23B RPS28B YPR132W P9659.9	145	UP000002311: Chromosome XVI
YPR135W	Q01454	CTF4_YEAST	reviewed	DNA polymerase alpha-binding protein (Chromosome replication protein CHL15) (Chromosome transmission fidelity protein 4) (Protein POB1)	CTF4 CHL15 POB1 YPR135W P9659.7	927	UP000002311: Chromosome XVI
YPR141C	P17119	KAR3_YEAST	reviewed	Kinesin-like protein KAR3 (Nuclear fusion protein)	KAR3 YPR141C P9659.16	729	UP000002311: Chromosome XVI
YPR154W	Q06449	PIN3_YEAST	reviewed	[PSI+] inducibility protein 3 (LAS seventeen-binding protein 2) (LAS17-binding protein 2)	PIN3 LSB2 YPR154W	215	UP000002311: Chromosome XVI
YPR159W	P32486	KRE6_YEAST	reviewed	Beta-glucan synthesis-associated protein KRE6 (Killer toxin-resistance protein 6)	KRE6 CWH48 YPR159W	720	UP000002311: Chromosome XVI
YPR161C	P23293	BUR1_YEAST	reviewed	Serine/threonine-protein kinase BUR1 (EC 2.7.11.22) (EC 2.7.11.23) (Bypass UAS requirement protein 1) (Suppressor of GPA1-Vall50 mutation protein 1)	SGV1 BUR1 YPR161C P9584.8	657	UP000002311: Chromosome XVI
YPR165W	P06780	RHO1_YEAST	reviewed	GTP-binding protein RHO1 (Rho-type GTPase 1)	RHO1 YPR165W P9325.3	209	UP000002311: Chromosome XVI
YPR171W	Q06604	BSP1_YEAST	reviewed	Protein BSP1 (Binding of synaptojanin polyphosphoinositide phosphatase domain protein 1)	BSP1 YPR171W	576	UP000002311: Chromosome XVI
YPR173C	P52917	VPS4_YEAST	reviewed	Vacuolar protein sorting-associated protein 4 (DOA4-independent degradation protein 6) (Protein END13) (Vacuolar protein-targeting protein 10)	VPS4 CSC1 DID6 END13 GRD13 VPL4 VPT10 YPR173C P9705.10	437	UP000002311: Chromosome XVI
YPR175W	P24482	DPB2_YEAST	reviewed	DNA polymerase epsilon subunit B (DNA polymerase II subunit 2)	DPB2 YPR175W P9705.7	689	UP000002311: Chromosome XVI
YPR176C	P20133	PGTB2_YEAST	reviewed	Geranylgeranyl transferase type-2 subunit beta (EC 2.5.1.60) (Geranylgeranyl transferase type II subunit beta) (GGTase-II-beta) (Type II protein geranyl-geranyltransferase subunit beta) (PGGT) (YPT1/SEC4 proteins geranylgeranyltransferase subunit beta)	BET2 YPR176C P9705.12	325	UP000002311: Chromosome XVI
YPR178W	P20053	PRP4_YEAST	reviewed	U4/U6 small nuclear ribonucleoprotein PRP4 (Pre-mRNA-processing protein 4)	PRP4 RNA4 YPR178W P9705.6	465	UP000002311: Chromosome XVI
YPR180W	Q06624	RHC31_YEAST	reviewed	DNA damage tolerance protein RHC31 (RAD31 homolog)	AOS1 RHC31 YPR180W P9705.5	347	UP000002311: Chromosome XVI
YPR181C	P15303	SEC23_YEAST	reviewed	Protein transport protein SEC23	SEC23 YPR181C P9705.14	768	UP000002311: Chromosome XVI
YPR185W	Q06628	ATG13_YEAST	reviewed	Autophagy-related protein 13	ATG13 APG13 YPR185W	738	UP000002311: Chromosome XVI
YPR187W	P20435	RPAB2_YEAST	reviewed	DNA-directed RNA polymerases I, II, and III subunit RPABC2 (RNA polymerases I, II, and III subunit ABC2) (ABC23) (DNA-directed RNA polymerases I, II, and III 23 kDa polypeptide)	RPO26 RPB6 YPR187W P9677.8	155	UP000002311: Chromosome XVI
YPR188C	Q06580	MLC2_YEAST	reviewed	Myosin light chain 2 (Calmodulin-like myosin light chain MLC2) (MYO1 light chain 2) (Myosin-1 light chain)	MLC2 YPR188C P9677.10	163	UP000002311: Chromosome XVI
YPR190C	P32349	RPC3_YEAST	reviewed	DNA-directed RNA polymerase III subunit RPC3 (RNA polymerase III subunit C3) (C82) (DNA-directed III 74 kDa polypeptide) (C74)	RPC82 RPC3 YPR190C P9677.11	654	UP000002311: Chromosome XVI
YPR191W	P07257	QCR2_YEAST	reviewed	Cytochrome b-c1 complex subunit 2, mitochondrial (Complex III subunit 2) (Core protein II) (Ubiquinol-cytochrome c oxidoreductase core protein 2)	QCR2 COR2 UCR2 YPR191W P9677.6	368	UP000002311: Chromosome XVI
