GenomeID	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
YOR039W	P38930	CSK2C_YEAST	reviewed	Casein kinase II subunit beta' (CK II beta')	CKB2 YOR039W OR26.32	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	258
YOR042W	Q08412	CUE5_YEAST	reviewed	Ubiquitin-binding protein CUE5 (Coupling of ubiquitin conjugation to ER degradation protein 5)	CUE5 YOR042W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	411
YOR043W	P12611	WHI2_YEAST	reviewed	Growth regulation protein	WHI2 YOR043W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	486
YOR047C	Q02794	STD1_YEAST	reviewed	Protein STD1 (Glucose repression modulator MSN3) (Suppressor of Tbp deletion protein 1) (Suppressor of fluoride sensitivity 3)	STD1 MSN3 SFS3 YOR047C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	444
YOR054C	Q08438	VHS3_YEAST	reviewed	Phosphopantothenoylcysteine decarboxylase subunit VHS3 (Viable in a HAL3 SIT4 background protein 3)	VHS3 YOR054C YOR29-05	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	674
YOR059C	Q08448	LPL1_YEAST	reviewed	Lipid droplet phospholipase 1 (EC 3.1.-.-) (EC 3.1.1.4)	LPL1 YOR059C YOR29-10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	450
YOR061W	P19454	CSK22_YEAST	reviewed	Casein kinase II subunit alpha' (CK II) (EC 2.7.11.1)	CKA2 YOR061W YOR29-12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	339
YOR062C	P36025	YO062_YEAST	reviewed	Uncharacterized protein YOR062C	YOR062C YOR29-13	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	268
YOR069W	Q92331	VPS5_YEAST	reviewed	Vacuolar protein sorting-associated protein 5 (Carboxypeptidase Y-deficient protein 10) (Vacuolar protein-targeting protein 5)	VPS5 GRD2 PEP10 VPT5 YOR069W YOR29-20	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	675
YOR078W	Q08492	BUD21_YEAST	reviewed	Bud site selection protein 21 (U three protein 16) (U3 small nucleolar RNA-associated protein 16) (U3 snoRNA-associated protein 16)	BUD21 UTP16 YOR078W YOR29-29	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	214
YOR089C	P36017	VPS21_YEAST	reviewed	Vacuolar protein sorting-associated protein 21 (GTP-binding protein YPT51) (Vacuolar protein-targeting protein 12)	VPS21 VPS12 VPT12 YPT21 YPT51 YOR089C YOR3154C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	210
YOR094W	P40994	ARF3_YEAST	reviewed	ADP-ribosylation factor 3	ARF3 YOR094W YOR3172W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	183
YOR095C	Q12189	RPIA_YEAST	reviewed	Ribose-5-phosphate isomerase (EC 5.3.1.6) (D-ribose-5-phosphate ketol-isomerase) (Phosphoriboisomerase)	RKI1 YOR095C YOR3174C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	258
YOR097C	Q12274	YOR97_YEAST	reviewed	Uncharacterized protein YOR097C	YOR097C YOR3180c	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	175
YOR101W	P01119	RAS1_YEAST	reviewed	Ras-like protein 1	RAS1 YOR101W YOR3205W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	309
YOR102W	Q08503	YO102_YEAST	reviewed	Putative uncharacterized protein YOR102W	YOR102W O3208	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	116
YOR108W	Q12166	LEU9_YEAST	reviewed	2-isopropylmalate synthase 2, mitochondrial (EC 2.3.3.13) (Alpha-IPM synthase 2) (Alpha-isopropylmalate synthase 2) (Alpha-isopropylmalate synthase II)	LEU9 YOR108W YOR3227w	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	604
YOR109W	Q12271	INP53_YEAST	reviewed	Polyphosphatidylinositol phosphatase INP53 (Suppressor of PMA1 protein 2) (Synaptojanin-like protein 3) [Includes: SAC1-like phosphoinositide phosphatase (EC 3.1.3.-); Phosphatidylinositol 4,5-bisphosphate 5-phosphatase (EC 3.1.3.36)]	INP53 SJL3 SOP2 YOR109W YOR3231w	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1107
YOR111W	Q99210	NTPPA_YEAST	reviewed	dTTP/UTP pyrophosphatase (dTTPase/UTPase) (EC 3.6.1.9) (Maf-like protein YOR111W) (Nucleoside triphosphate pyrophosphatase) (Nucleotide pyrophosphatase) (Nucleotide PPase)	YOR111W O3237 YOR3237W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	232
YOR112W	Q12453	CEX1_YEAST	reviewed	Cytoplasmic export protein 1	CEX1 YOR112W O3240 YOR3240w	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	761
YOR115C	Q99394	TRS33_YEAST	reviewed	Trafficking protein particle complex subunit 33 (TRAPP subunit 33) (Transport protein particle 33 kDa subunit)	TRS33 YOR115C O3251 YOR3251C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	268
YOR117W	P33297	PRS6A_YEAST	reviewed	26S proteasome regulatory subunit 6A (Tat-binding protein homolog 1) (TBP-1)	RPT5 YTA1 YOR117W O3258 YOR3258W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	434
YOR123C	P38439	LEO1_YEAST	reviewed	RNA polymerase-associated protein LEO1	LEO1 YOR123C O3278 YOR3278C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	464
YOR124C	Q01476	UBP2_YEAST	reviewed	Ubiquitin carboxyl-terminal hydrolase 2 (EC 3.4.19.12) (Deubiquitinating enzyme 2) (Ubiquitin thioesterase 2) (Ubiquitin-specific-processing protease 2)	UBP2 YOR124C O3281 YOR3281C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1272
YOR127W	P39083	RGA1_YEAST	reviewed	Rho-type GTPase-activating protein 1	RGA1 DBM1 THE1 YOR127W O3290 YOR3290W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1007
YOR128C	P21264	PUR6_YEAST	reviewed	Phosphoribosylaminoimidazole carboxylase (EC 4.1.1.21) (AIR carboxylase) (AIRC)	ADE2 YOR128C O3293 YOR3293C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	571
YOR129C	Q99222	AFI1_YEAST	reviewed	ARF3-interacting protein 1	AFI1 YOR129C YOR3296C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	893
YOR132W	P32913	VPS17_YEAST	reviewed	Vacuolar protein sorting-associated protein 17 (Carboxypeptidase Y-deficient protein 21)	VPS17 PEP21 YOR132W O3314 YOR3314W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	551
YOR136W	P28241	IDH2_YEAST	reviewed	Isocitrate dehydrogenase [NAD] subunit 2, mitochondrial (EC 1.1.1.41) (Isocitric dehydrogenase) (NAD(+)-specific ICDH)	IDH2 YOR136W O3326 YOR3326W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	369
YOR138C	Q12242	RUP1_YEAST	reviewed	UBA domain-containing protein RUP1	RUP1 YOR138C YOR3332c	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	671
YOR144C	Q12050	ELG1_YEAST	reviewed	Telomere length regulation protein ELG1 (Regulator of Ty1 transposition protein 110) (Telomere elongation suppressor ELG1)	ELG1 RTT110 YOR144C O3510 YOR3510C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	791
YOR155C	Q99312	ISN1_YEAST	reviewed	IMP-specific 5'-nucleotidase 1 (EC 3.1.3.99)	ISN1 YOR155C O3548	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	450
YOR158W	P17558	RTPT_YEAST	reviewed	37S ribosomal protein PET123, mitochondrial (Mitochondrial small ribosomal subunit protein mS26)	PET123 YOR158W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	318
YOR159C	Q12330	RUXE_YEAST	reviewed	Small nuclear ribonucleoprotein E (snRNP-E) (Sm protein E) (Sm-E) (SmE)	SME1 YOR159C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	94
YOR160W	Q99189	MTR10_YEAST	reviewed	mRNA transport regulator MTR10	MTR10 YOR160W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	972
YOR161C	Q12412	PNS1_YEAST	reviewed	Protein PNS1 (pH nine-sensitive protein 1)	PNS1 YOR161C O3568	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	539
YOR162C	Q12172	YRR1_YEAST	reviewed	Zinc finger transcription factor YRR1 (Pleiotropic drug-resistance protein 2)	YRR1 PDR2 YOR162C O3571	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	810
YOR164C	Q12125	GET4_YEAST	reviewed	Golgi to ER traffic protein 4 (Guided entry of tail-anchored proteins 4)	GET4 YOR164C O3580	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	312
YOR167C	Q3E7X9	RS28A_YEAST	reviewed	40S ribosomal protein S28-A (S33) (Small ribosomal subunit protein eS28-A) (YS27)	RPS28A RPS33 RPS33A YOR167C O3600	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	67
YOR171C	Q12246	LCB4_YEAST	reviewed	Sphingoid long chain base kinase 4 (LCB kinase 4) (EC 2.7.1.91) (Sphinganine kinase 4)	LCB4 YOR171C O3615	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	624
YOR174W	Q12343	MED4_YEAST	reviewed	Mediator of RNA polymerase II transcription subunit 4 (Mediator complex subunit 4)	MED4 YOR174W O3630	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	284
YOR178C	P28006	GAC1_YEAST	reviewed	Serine/threonine-protein phosphatase 1 regulatory subunit GAC1	GAC1 YOR178C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	793
YOR180C	Q08558	DCI1_YEAST	reviewed	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase (EC 5.3.3.-)	DCI1 ECI2 EHD2 YOR180C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	271
YOR181W	Q12446	LAS17_YEAST	reviewed	Proline-rich protein LAS17	LAS17 YOR181W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	633
YOR185C	P32836	GSP2_YEAST	reviewed	GTP-binding nuclear protein GSP2/CNR2	GSP2 CNR2 YOR185C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	220
YOR194C	P32773	TOA1_YEAST	reviewed	Transcription initiation factor IIA large subunit (TFIIA large subunit) (TFIIA 32 kDa subunit)	TOA1 YOR194C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	286
YOR197W	Q08601	MCA1_YEAST	reviewed	Metacaspase-1 (EC 3.4.22.-)	MCA1 YCA1 YOR197W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	432
YOR202W	P06633	HIS7_YEAST	reviewed	Imidazoleglycerol-phosphate dehydratase (IGPD) (EC 4.2.1.19)	HIS3 YOR202W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	220
YOR210W	P22139	RPAB5_YEAST	reviewed	DNA-directed RNA polymerases I, II, and III subunit RPABC5 (RNA polymerases I, II, and III subunit ABC5) (ABC10-beta) (ABC8) (DNA-directed RNA polymerases I, II, and III 8.3 kDa polypeptide)	RPB10 YOR210W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	70
YOR212W	P18851	GBB_YEAST	reviewed	Guanine nucleotide-binding protein subunit beta	STE4 YOR212W YOR50-2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	423
YOR215C	Q12032	AIM41_YEAST	reviewed	Altered inheritance of mitochondria protein 41, mitochondrial	AIM41 YOR215C YOR50-5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	185
YOR220W	Q12044	RCN2_YEAST	reviewed	Regulator of calcineurin 2 (Weak suppressor of PAT1 ts protein 1)	RCN2 WSP1 YOR220W YOR50-10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	265
YOR223W	Q12015	DSC3_YEAST	reviewed	DSC E3 ubiquitin ligase complex subunit 3 (Defective for SREBP cleavage protein 3)	DSC3 YOR223W YOR50-13	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	292
YOR226C	Q12056	ISU2_YEAST	reviewed	Iron sulfur cluster assembly protein 2, mitochondrial (Iron sulfur cluster scaffold protein 2)	ISU2 NUA2 YOR226C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	156
YOR229W	Q12206	WTM2_YEAST	reviewed	Transcriptional modulator WTM2	WTM2 YOR229W YOR50-19	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	467
YOR230W	Q12363	WTM1_YEAST	reviewed	Transcriptional modulator WTM1	WTM1 YOR230W YOR50-20	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	437
YOR232W	P38523	GRPE_YEAST	reviewed	GrpE protein homolog, mitochondrial	MGE1 GRPE GRPE1 YGE1 YOR232W O5099	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	228
YOR247W	Q08673	SRL1_YEAST	reviewed	Cell wall protein SRL1	SRL1 YOR247W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	210
YOR250C	Q08685	CLP1_YEAST	reviewed	mRNA cleavage and polyadenylation factor CLP1	CLP1 YOR250C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	445
YOR258W	Q08702	APTX_YEAST	reviewed	Aprataxin-like protein (EC 3.6.1.71) (EC 3.6.1.72) (Hit family protein 3)	HNT3 YOR258W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	217
YOR262W	Q08726	GPN2_YEAST	reviewed	GPN-loop GTPase 2 (EC 3.6.5.-) (ATP-binding domain 1 family member B homolog)	GPN2 YOR262W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	347
YOR264W	Q08729	DSE3_YEAST	reviewed	Protein DSE3 (Daughter specific expression protein 3)	DSE3 YOR264W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	430
YOR265W	P48606	TBCA_YEAST	reviewed	Tubulin-specific chaperone A (Tubulin-folding cofactor A) (CFA)	RBL2 YOR265W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	106
YOR269W	P39946	LIS1_YEAST	reviewed	Nuclear distribution protein PAC1 (Lissencephaly-1 homolog) (LIS-1) (nudF homolog)	PAC1 LIS1 YOR269W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	494
YOR275C	Q12033	PALA_YEAST	reviewed	pH-response regulator protein palA/RIM20 (Regulator of IME2 protein 20)	RIM20 YOR275C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	661
YOR276W	P12962	CAF20_YEAST	reviewed	Cap-associated protein CAF20 (20 kDa cap-associated protein) (CCR4-associated factor 2) (p20)	CAF20 CAF2 CAP20 YOR276W O5453W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	161
YOR281C	Q12017	PLP2_YEAST	reviewed	Phosducin-like protein 2 (Viral IAP-associated factor 1 homolog)	PLP2 VIAF1 YOR281C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	286
YOR283W	Q12040	YO283_YEAST	reviewed	Broad-specificity phosphatase YOR283W (EC 3.1.3.-)	YOR283W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	230
YOR284W	Q12134	HUA2_YEAST	reviewed	Protein HUA2	HUA2 YOR284W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	243
YOR285W	Q12305	RDL1_YEAST	reviewed	Thiosulfate:glutathione sulfurtransferase (TST) (EC 2.8.1.-) (Rhodanese-like protein 1)	RDL1 YOR285W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	139
YOR288C	Q12404	MPD1_YEAST	reviewed	Protein disulfide-isomerase MPD1 (EC 5.3.4.1)	MPD1 YOR288C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	318
YOR289W	Q12012	YO289_YEAST	reviewed	Uncharacterized protein YOR289W	YOR289W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	251
YOR299W	Q08754	BUD7_YEAST	reviewed	Bud site selection protein 7	BUD7 YOR299W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	746
YOR301W	Q08760	RAX1_YEAST	reviewed	Bud site selection protein RAX1 (Revert to axial protein 1)	RAX1 YOR301W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	435
YOR302W	P08521	AAP_YEAST	reviewed	Arginine attenuator peptide (AAP) (CPA1 leader peptide)	YOR302W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	25
YOR303W	P07258	CARA_YEAST	reviewed	Carbamoyl-phosphate synthase arginine-specific small chain (CPS-A) (EC 6.3.5.5) (Arginine-specific carbamoyl-phosphate synthetase, glutamine chain)	CPA1 YOR303W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	411
YOR308C	Q12420	SNU66_YEAST	reviewed	66 kDa U4/U6.U5 small nuclear ribonucleoprotein component	SNU66 YOR308C 05667	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	587
YOR317W	P30624	LCF1_YEAST	reviewed	Long-chain-fatty-acid--CoA ligase 1 (EC 6.2.1.3) (Fatty acid activator 1) (Long-chain acyl-CoA synthetase 1)	FAA1 YOR317W O6136	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	700
YOR318C	Q99318	YO318_YEAST	reviewed	Putative uncharacterized protein YOR318C	YOR318C 06139	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	101
YOR321W	P47190	PMT3_YEAST	reviewed	Dolichyl-phosphate-mannose--protein mannosyltransferase 3 (EC 2.4.1.109)	PMT3 YOR321W O6148	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	753
YOR322C	Q12502	LDB19_YEAST	reviewed	Protein LDB19 (Low dye-binding protein 19)	LDB19 YOR322C O6152	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	818
YOR324C	Q99332	HPH1_YEAST	reviewed	Protein HPH1 (Functionally related to TCP1 protein 1) (High pH protein 1)	FRT1 HPH1 YOR324C O6159	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	602
YOR327C	P33328	SNC2_YEAST	reviewed	Synaptobrevin homolog 2	SNC2 YOR327C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	115
YOR329C	P34758	SCD5_YEAST	reviewed	Protein SCD5 (Protein FTB1)	SCD5 FTB1 YOR329C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	872
YOR331C	Q08786	YO331_YEAST	reviewed	Putative uncharacterized membrane protein YOR331C	YOR331C O6238	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	185
YOR332W	P22203	VATE_YEAST	reviewed	V-type proton ATPase subunit E (V-ATPase subunit E) (V-ATPase 27 kDa subunit) (Vacuolar proton pump subunit E)	VMA4 VAT5 YOR332W O6241	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	233
YOR347C	P52489	KPYK2_YEAST	reviewed	Pyruvate kinase 2 (PK 2) (EC 2.7.1.40)	PYK2 YOR347C O6342	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	506
YOR348C	P15380	PUT4_YEAST	reviewed	Proline-specific permease	PUT4 YOR348C O6345	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	627
YOR353C	Q08817	SOG2_YEAST	reviewed	Leucine-rich repeat-containing protein SOG2	SOG2 YOR353C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	791
YOR355W	P41913	GDS1_YEAST	reviewed	Protein GDS1	GDS1 YOR355W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	522
YOR358W	Q02516	HAP5_YEAST	reviewed	Transcriptional activator HAP5	HAP5 YOR358W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	242
YOR359W	Q08831	VTS1_YEAST	reviewed	Protein VTS1 (VTI1-2 suppressor protein 1)	VTS1 YOR359W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	523
YOR361C	P06103	EIF3B_YEAST	reviewed	Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Cell cycle regulation and translation initiation protein) (Eukaryotic translation initiation factor 3 90 kDa subunit) (eIF3 p90) (Translation initiation factor eIF3 p90 subunit)	PRT1 CDC63 YOR361C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	763
YOR362C	P21242	PSA7_YEAST	reviewed	Probable proteasome subunit alpha type-7 (EC 3.4.25.1) (Macropain subunit C1) (Multicatalytic endopeptidase complex subunit C1) (Proteasome component C1) (Proteinase YSCE subunit 1)	PRE10 PRC1 PRS1 YOR362C O6650	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	288
YOR368W	P48581	RAD17_YEAST	reviewed	DNA damage checkpoint control protein RAD17 (DNA repair exonuclease RAD17)	RAD17 YOR368W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	401
YOR370C	P32864	RAEP_YEAST	reviewed	Rab proteins geranylgeranyltransferase component A (Rab escort protein) (REP)	MRS6 MSI4 YOR370C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	603
YOR372C	Q08887	NDD1_YEAST	reviewed	Nuclear division defective protein 1	NDD1 YOR372C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	554
YOR375C	P07262	DHE4_YEAST	reviewed	NADP-specific glutamate dehydrogenase 1 (NADP-GDH 1) (EC 1.4.1.4) (NADP-dependent glutamate dehydrogenase 1)	GDH1 URE1 YOR375C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	454
YOR377W	P40353	ATF1_YEAST	reviewed	Alcohol O-acetyltransferase 1 (AATase 1) (EC 2.3.1.84) (EC 3.1.2.20)	ATF1 YOR377W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	525
YOR379C	Q08903	YO379_YEAST	reviewed	Putative uncharacterized protein YOR379C	YOR379C O6747	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	112
YOR380W	Q08904	RDR1_YEAST	reviewed	Protein RDR1 (Repressor of drug resistance protein 1)	RDR1 YOR380W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	546
YOR385W	Q08909	YO385_YEAST	reviewed	Uncharacterized protein YOR385W	YOR385W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	290
YOR391C	Q08914	HSP33_YEAST	reviewed	Probable glutathione-independent glyoxalase HSP33 (EC 4.2.1.130) (Glyoxalase 3 homolog 3) (Heat shock protein 33)	HSP33 YOR391C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	237
YPL001W	Q12341	HAT1_YEAST	reviewed	Histone acetyltransferase type B catalytic subunit (EC 2.3.1.48)	HAT1 YPL001W LPA16W YP8132.12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	374
YPL002C	Q12483	SNF8_YEAST	reviewed	Vacuolar-sorting protein SNF8 (ESCRT-II complex subunit VPS22) (Vacuolar protein-sorting-associated protein 22)	SNF8 VPS22 YPL002C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	233
YPL003W	Q12059	ULA1_YEAST	reviewed	NEDD8-activating enzyme E1 regulatory subunit (E1 N-terminus-related protein 2) (Ubiquitin-activating enzyme E1-like 1) (Ubiquitin-like activation protein 1)	ULA1 ENR2 YPL003W LPA14W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	462
YPL004C	Q12230	LSP1_YEAST	reviewed	Sphingolipid long chain base-responsive protein LSP1	LSP1 YPL004C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	341
YPL013C	Q02608	RT16_YEAST	reviewed	37S ribosomal protein S16, mitochondrial (Mitochondrial small ribosomal subunit protein bS16m)	MRPS16 YPL013C LPA4C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	121
